1981-02-10,129.240,-0.774,-0.023,-1.041,0.505,-0.768,-3.818,-1.000,0.571,1,-0.774,-0.366,False Positive,-1,0.774,-0.056,True Negative,-1.000,1.000,-1.000,139.200,143.280,139.200,136.340
1981-02-11,128.240,-0.593,-0.774,-0.797,-1.072,-1.011,-2.590,-1.000,0.400,-1,0.593,-0.086,True Negative,-1,0.593,0.224,True Negative,-0.760,0.760,0.760,140.200,142.280,140.200,136.340
1981-02-12,127.480,-0.392,-0.593,-1.362,-2.389,0.449,-2.954,-1.000,0.444,-1,0.392,-0.157,True Negative,-1,0.392,0.153,True Negative,-0.500,0.500,0.500,140.960,143.040,140.960,136.340
1981-02-13,126.980,0.654,-0.392,-0.983,-1.771,-1.152,-2.518,1.000,0.465,-1,-0.654,-0.084,False Negative,-1,-0.654,0.226,False Negative,0.830,-0.830,-0.830,141.460,143.540,141.460,136.340
1981-02-17,127.810,0.524,0.654,0.259,-1.106,-0.607,-1.858,1.000,0.562,1,0.524,0.016,True Positive,1,0.524,0.326,True Positive,0.670,0.670,0.670,140.630,142.710,140.630,136.340
1981-02-18,128.480,-1.455,0.524,1.181,0.187,-0.887,-1.047,-1.000,0.498,-1,1.455,0.462,True Negative,1,-1.455,-0.120,False Positive,-1.870,-1.870,1.870,141.300,143.380,141.300,136.340
1981-02-19,126.610,-0.024,-1.455,-0.939,-0.682,-3.055,-3.440,-1.000,0.312,-1,0.024,0.348,True Negative,-1,0.024,-0.234,True Negative,-0.030,0.030,0.030,139.430,145.250,139.430,136.340
1981-02-20,126.580,0.608,-0.024,-1.479,-0.315,-2.081,-2.885,1.000,0.592,1,0.608,0.391,True Positive,-1,-0.608,-0.434,False Negative,0.770,-0.770,0.770,139.460,145.280,139.460,136.340
1981-02-23,127.350,0.031,0.608,0.584,-0.360,-1.462,-2.219,1.000,0.544,1,0.031,0.528,True Positive,1,0.031,-0.297,True Positive,0.040,0.040,0.040,138.690,146.050,138.690,136.340
1981-02-24,127.390,0.887,0.031,0.640,-0.848,-0.663,-1.667,1.000,0.434,-1,-0.887,0.246,False Negative,-1,-0.887,-0.579,False Negative,1.130,-1.130,-1.130,138.730,146.090,138.730,136.340
1981-02-25,128.520,1.229,0.887,0.919,1.509,0.816,1.269,1.000,0.607,1,1.229,0.201,True Positive,1,1.229,-0.042,True Positive,1.580,1.580,1.580,137.600,144.960,137.600,136.340
1981-02-26,130.100,0.899,1.229,2.127,2.781,2.457,1.277,1.000,0.597,1,0.899,0.376,True Positive,1,0.899,0.133,True Positive,1.170,1.170,1.170,139.180,146.540,139.180,136.340
1981-02-27,131.270,0.564,0.899,2.140,3.078,2.707,2.084,1.000,0.548,1,0.564,0.367,True Positive,1,0.564,0.367,True Positive,0.740,0.740,0.740,140.350,147.710,140.350,136.340
1981-03-02,132.010,-1.098,0.564,1.468,3.627,2.748,1.836,-1.000,0.552,1,-1.098,0.141,False Positive,1,-1.098,0.141,False Positive,-1.450,-1.450,-1.450,141.090,148.450,141.090,136.340
1981-03-03,130.560,0.230,-1.098,-0.541,1.587,3.120,-0.031,1.000,0.379,-1,-0.230,0.273,False Negative,-1,-0.230,0.273,False Negative,0.300,-0.300,-0.300,139.640,147.000,139.640,136.340
1981-03-04,130.860,-0.711,0.230,-0.871,0.584,3.381,1.230,-1.000,0.609,1,-0.711,-0.115,False Positive,1,-0.711,-0.115,False Positive,-0.930,-0.930,-0.930,139.340,146.700,139.340,136.340
1981-03-05,129.930,-0.062,-0.711,-0.483,-1.021,2.026,0.534,-1.000,0.393,-1,0.062,-0.283,True Negative,-1,0.062,-0.283,True Negative,-0.080,0.080,0.080,138.410,145.770,138.410,136.340
1981-03-06,129.850,0.978,-0.062,-0.772,-1.636,1.931,1.255,1.000,0.513,1,0.978,-0.200,True Positive,-1,-0.978,-0.591,False Negative,1.270,-1.270,1.270,138.490,145.850,138.490,136.340
1981-03-09,131.120,-0.503,0.978,0.916,0.429,2.023,2.855,-1.000,0.604,1,-0.503,-0.081,False Positive,1,-0.503,-0.472,False Positive,-0.660,-0.660,-0.660,137.220,147.120,137.220,136.340
1981-03-10,130.460,-0.391,-0.503,0.470,-0.306,0.277,2.741,-1.000,0.378,-1,0.391,0.043,True Negative,-1,0.391,-0.348,True Negative,-0.510,0.510,0.510,136.560,146.460,136.560,136.340
1981-03-11,129.950,2.493,-0.391,-0.892,0.015,-1.006,1.674,1.000,0.503,1,2.493,0.684,True Positive,-1,-2.493,-0.704,False Negative,3.240,-3.240,3.240,137.070,146.970,137.070,136.340
1981-03-12,133.190,-0.060,2.493,2.093,2.572,0.894,3.666,-1.000,0.782,1,-0.060,0.660,False Positive,1,-0.060,-0.729,False Positive,-0.080,-0.080,-0.080,133.830,150.210,133.830,136.340
1981-03-13,133.110,1.179,-0.060,2.432,1.518,1.953,5.134,1.000,0.347,-1,-1.179,0.228,False Negative,1,1.179,-0.297,True Positive,1.570,1.570,-1.570,133.750,150.130,133.750,136.340
1981-03-16,134.680,-0.564,1.179,1.119,3.235,2.919,6.399,-1.000,0.678,1,-0.564,0.216,False Positive,1,-0.564,-0.309,False Positive,-0.760,-0.760,-0.760,135.320,148.560,135.320,136.340
1981-03-17,133.920,0.224,-0.564,0.609,3.055,3.071,5.159,1.000,0.423,-1,-0.224,0.093,False Negative,1,0.224,-0.343,True Positive,0.300,0.300,-0.300,134.560,147.800,134.560,136.340
1981-03-18,134.220,-0.566,0.224,-0.342,0.773,3.365,5.361,-1.000,0.583,1,-0.566,-0.519,False Positive,1,-0.566,0.043,False Positive,-0.760,-0.760,-0.760,134.860,147.500,134.860,136.340
1981-03-19,133.460,0.465,-0.566,-0.343,0.263,1.785,3.844,1.000,0.439,-1,-0.465,-0.600,False Negative,-1,-0.465,-0.038,False Negative,0.620,-0.620,-0.620,134.100,146.740,134.100,136.340
1981-03-20,134.080,1.201,0.465,-0.104,-0.445,2.775,3.059,1.000,0.578,1,1.201,-0.124,True Positive,1,1.201,-0.034,True Positive,1.610,1.610,1.610,133.480,146.120,133.480,136.340
1981-03-23,135.690,-0.752,1.201,1.671,1.322,4.417,3.367,-1.000,0.601,1,-0.752,-0.161,False Positive,1,-0.752,-0.072,False Positive,-1.020,-1.020,-1.020,135.090,147.730,135.090,136.340
1981-03-24,134.670,1.812,-0.752,0.440,0.335,1.111,2.015,1.000,0.350,-1,-1.812,-0.479,False Negative,-1,-1.812,-0.479,False Negative,2.440,-2.440,-2.440,134.070,146.710,134.070,136.340
1981-03-25,137.110,-0.613,1.812,1.047,2.735,3.005,5.017,-1.000,0.759,1,-0.613,-0.488,False Positive,1,-0.613,-0.488,False Positive,-0.840,-0.840,-0.840,131.630,144.270,131.630,136.340
1981-03-26,136.270,-1.189,-0.613,1.188,1.633,1.181,4.134,-1.000,0.348,-1,1.189,-0.157,True Negative,1,-1.189,-0.633,False Positive,-1.620,-1.620,1.620,130.790,143.430,130.790,136.340
1981-03-27,134.650,-0.275,-1.189,-1.794,-0.766,0.545,3.633,-1.000,0.424,-1,0.275,-0.343,True Negative,-1,0.275,-0.818,True Negative,-0.370,0.370,0.370,129.170,145.050,129.170,136.340
1981-03-30,134.280,1.281,-0.275,-1.460,-0.290,0.045,3.412,1.000,0.562,1,1.281,0.064,True Positive,-1,-1.281,-0.924,False Negative,1.720,-1.720,1.720,129.540,145.420,129.540,136.340
1981-03-31,136.000,0.419,1.281,1.003,-0.810,1.903,3.722,1.000,0.627,1,0.419,0.510,True Positive,1,0.419,-0.478,True Positive,0.570,0.570,0.570,127.820,147.140,127.820,136.340
1981-04-01,136.570,-0.183,0.419,1.705,0.220,1.857,4.683,-1.000,0.453,-1,0.183,0.669,True Negative,1,-0.183,-0.392,False Positive,-0.250,-0.250,0.250,128.390,147.710,128.390,136.340
1981-04-02,136.320,-0.609,-0.183,0.235,1.240,0.464,4.902,-1.000,0.483,-1,0.609,0.553,True Negative,1,-0.609,-0.276,False Positive,-0.830,-0.830,0.830,128.140,147.960,128.140,136.340
1981-04-03,135.490,-1.151,-0.609,-0.791,0.901,0.609,1.727,-1.000,0.473,-1,1.151,0.729,True Negative,-1,1.151,-0.101,True Negative,-1.560,1.560,1.560,127.310,148.790,127.310,136.340
1981-04-06,133.930,-0.015,-1.151,-1.753,-1.522,-2.319,0.616,-1.000,0.409,-1,0.015,0.475,True Negative,-1,0.015,0.159,True Negative,-0.020,0.020,0.020,128.870,150.350,128.870,136.340
1981-04-07,133.910,0.299,-0.015,-1.166,-1.948,-1.732,-0.572,1.000,0.545,1,0.299,0.451,True Positive,-1,-0.299,0.015,False Negative,0.400,-0.400,0.400,128.890,150.370,128.890,136.340
1981-04-08,134.310,0.268,0.299,0.284,-1.474,-0.253,0.291,1.000,0.498,-1,-0.268,0.361,False Negative,-1,-0.268,-0.002,False Negative,0.360,-0.360,-0.360,128.490,150.770,128.490,136.340
1981-04-09,134.670,-0.119,0.268,0.568,-0.605,0.290,0.335,-1.000,0.488,-1,0.119,0.263,True Negative,1,-0.119,0.096,False Positive,-0.160,-0.160,0.160,128.130,150.410,128.130,136.340
1981-04-10,134.510,-1.011,-0.119,0.149,0.433,-1.096,0.787,-1.000,0.476,-1,1.011,0.235,True Negative,-1,1.011,0.068,True Negative,-1.360,1.360,1.360,127.970,150.570,127.970,136.340
1981-04-13,133.150,-0.353,-1.011,-1.129,-0.568,-2.504,-0.694,-1.000,0.401,-1,0.353,0.303,True Negative,-1,0.353,0.136,True Negative,-0.470,0.470,0.470,129.330,151.930,129.330,136.340
1981-04-14,132.680,1.123,-0.353,-1.360,-1.214,-2.670,-2.218,1.000,0.513,1,1.123,0.468,True Positive,-1,-1.123,-0.029,False Negative,1.490,-1.490,1.490,129.800,152.400,129.800,136.340
1981-04-15,134.170,0.395,1.123,0.766,-0.371,-0.974,-0.371,1.000,0.620,1,0.395,0.600,True Positive,1,0.395,0.103,True Positive,0.530,0.530,0.530,128.310,153.890,128.310,136.340
1981-04-16,134.700,0.557,0.395,1.522,0.141,0.575,-1.758,1.000,0.446,-1,-0.557,0.465,False Negative,1,0.557,0.239,True Positive,0.750,0.750,-0.750,128.840,154.420,128.840,136.340
1981-04-20,135.450,-0.901,0.557,0.954,1.727,1.150,-0.602,-1.000,0.549,1,-0.901,0.083,False Positive,1,-0.901,-0.144,False Positive,-1.220,-1.220,-1.220,129.590,153.670,129.590,136.340
1981-04-21,134.230,-0.067,-0.901,-0.349,1.168,-0.060,-0.312,-1.000,0.393,-1,0.067,0.025,True Negative,-1,0.067,-0.201,True Negative,-0.090,0.090,0.090,128.370,152.450,128.370,136.340
1981-04-22,134.140,-0.149,-0.067,-0.967,-0.022,-0.394,-0.104,-1.000,0.557,1,-0.149,-0.229,False Positive,-1,0.149,0.053,True Negative,-0.200,0.200,-0.200,128.460,152.540,128.460,136.340
1981-04-23,133.940,0.896,-0.149,-0.216,-0.564,-0.424,-1.515,1.000,0.473,-1,-0.896,-0.487,False Negative,-1,-0.896,-0.205,False Negative,1.200,-1.200,-1.200,128.660,152.340,128.660,136.340
1981-04-24,135.140,0.252,0.896,0.745,-0.229,1.495,-1.047,1.000,0.582,1,0.252,-0.325,True Positive,1,0.252,-0.266,True Positive,0.340,0.340,0.340,127.460,151.140,127.460,136.340
1981-04-27,135.480,-0.849,0.252,1.150,0.931,2.110,-0.616,-1.000,0.466,-1,0.849,0.025,True Negative,1,-0.849,-0.255,False Positive,-1.150,-1.150,1.150,127.800,151.480,127.800,136.340
1981-04-28,134.330,-0.953,-0.849,-0.599,0.142,0.119,-0.856,-1.000,0.399,-1,0.953,0.202,True Negative,-1,0.953,-0.078,True Negative,-1.280,1.280,1.280,126.650,152.630,126.650,136.340
1981-04-29,133.050,-0.180,-0.953,-1.794,-0.664,-1.225,-0.657,-1.000,0.457,-1,0.180,0.268,True Negative,-1,0.180,-0.072,True Negative,-0.240,0.240,0.240,127.930,153.910,127.930,136.340
1981-04-30,132.810,-0.068,-0.180,-1.132,-1.724,-1.949,-0.821,-1.000,0.518,1,-0.068,0.433,False Positive,-1,0.068,0.121,True Negative,-0.090,0.090,-0.090,128.170,154.150,128.170,136.340
1981-05-01,132.720,-1.545,-0.068,-0.248,-2.037,-1.125,-1.184,-1.000,0.463,-1,1.545,0.692,True Negative,-1,1.545,0.379,True Negative,-2.050,2.050,2.050,128.260,154.060,128.260,136.340
1981-05-04,130.670,-0.268,-1.545,-1.611,-2.725,-2.587,-2.970,-1.000,0.309,-1,0.268,0.576,True Negative,-1,0.268,0.603,True Negative,-0.350,0.350,0.350,130.310,156.110,130.310,136.340
1981-05-05,130.320,0.353,-0.268,-1.808,-2.052,-2.703,-3.115,1.000,0.543,1,0.353,0.456,True Positive,-1,-0.353,0.342,False Negative,0.460,-0.460,0.460,130.660,156.460,130.660,136.340
1981-05-06,130.780,0.681,0.353,0.084,-1.528,-3.226,-1.780,1.000,0.520,1,0.681,0.556,True Positive,-1,-0.681,0.169,False Negative,0.890,-0.890,0.890,130.200,156.920,130.200,136.340
1981-05-07,131.670,-0.008,0.681,1.036,-0.791,-2.812,-0.761,-1.000,0.520,1,-0.008,0.568,False Positive,1,-0.008,0.154,False Positive,-0.010,-0.010,-0.010,129.310,157.810,129.310,136.340
1981-05-08,131.660,-1.481,-0.008,0.673,0.758,-1.988,-1.871,-1.000,0.456,-1,1.481,0.555,True Negative,-1,1.481,0.141,True Negative,-1.950,1.950,1.950,129.300,157.800,129.300,136.340
1981-05-11,129.710,0.779,-1.481,-1.489,-0.468,-2.510,-3.705,1.000,0.347,-1,-0.779,0.346,False Negative,-1,-0.779,-0.068,False Negative,1.010,-1.010,-1.010,131.250,159.750,131.250,136.340
1981-05-12,130.720,-0.130,0.779,-0.714,-0.046,-1.574,-3.492,-1.000,0.668,1,-0.130,0.249,False Positive,-1,0.130,0.029,True Negative,-0.170,0.170,-0.170,130.240,158.740,130.240,136.340
1981-05-13,130.550,0.559,-0.130,0.648,-0.851,-1.635,-2.742,1.000,0.405,-1,-0.559,0.001,False Negative,-1,-0.559,0.053,False Negative,0.730,-0.730,-0.730,130.410,158.570,130.410,136.340
1981-05-14,131.280,0.678,0.559,0.428,-0.289,0.467,-2.132,1.000,0.547,1,0.678,0.138,True Positive,1,0.678,0.190,True Positive,0.890,0.890,0.890,129.680,157.840,129.680,136.340
1981-05-15,132.170,0.280,0.678,1.241,1.897,1.420,-1.321,1.000,0.549,1,0.280,-0.102,True Positive,1,0.280,-0.050,True Positive,0.370,0.370,0.370,130.570,158.730,130.570,136.340
1981-05-18,132.540,-0.340,0.280,0.960,1.392,1.346,-1.924,-1.000,0.491,-1,0.340,0.122,True Negative,1,-0.340,0.038,False Positive,-0.450,-0.450,0.450,130.940,159.100,130.940,136.340
1981-05-19,132.090,-0.068,-0.340,-0.061,1.180,0.319,-2.502,-1.000,0.459,-1,0.068,0.161,True Negative,-1,0.068,0.025,True Negative,-0.090,0.090,0.090,130.490,159.550,130.490,136.340
1981-05-20,132.000,-0.189,-0.068,-0.407,0.548,0.258,-1.735,-1.000,0.521,1,-0.189,0.235,False Positive,-1,0.189,0.175,True Negative,-0.250,0.250,-0.250,130.580,159.640,130.580,136.340
1981-05-21,131.750,-0.319,-0.189,-0.257,-0.318,1.573,-0.977,-1.000,0.473,-1,0.319,0.164,True Negative,-1,0.319,0.103,True Negative,-0.420,0.420,0.420,130.830,159.390,130.830,136.340
1981-05-22,131.330,1.096,-0.319,-0.508,-0.913,0.467,-1.114,1.000,0.459,-1,-1.096,-0.112,False Negative,-1,-1.096,-0.172,False Negative,1.440,-1.440,-1.440,131.250,159.810,131.250,136.340
1981-05-26,132.770,0.753,1.096,0.774,0.515,1.700,0.038,1.000,0.629,1,0.753,-0.029,True Positive,1,0.753,0.047,True Positive,1.000,1.000,1.000,129.810,158.370,129.810,136.340
1981-05-27,133.770,-0.239,0.753,1.858,1.341,1.897,2.372,-1.000,0.513,1,-0.239,-0.090,False Positive,1,-0.239,-0.015,False Positive,-0.320,-0.320,-0.320,130.810,159.370,130.810,136.340
1981-05-28,133.450,-0.644,-0.239,0.512,1.290,0.968,2.402,-1.000,0.447,-1,0.644,0.076,True Negative,1,-0.644,-0.181,False Positive,-0.860,-0.860,0.860,130.490,159.050,130.490,136.340
1981-05-29,132.590,-0.136,-0.644,-0.882,0.959,0.038,1.384,-1.000,0.475,-1,0.136,0.040,True Negative,-1,0.136,-0.218,True Negative,-0.180,0.180,0.180,129.630,159.910,129.630,136.340
1981-06-01,132.410,-1.352,-0.136,-0.779,-0.271,0.242,0.562,-1.000,0.528,1,-1.352,-0.012,False Positive,-1,1.352,0.272,True Negative,-1.790,1.790,-1.790,129.810,160.090,129.810,136.340
1981-06-02,130.620,0.069,-1.352,-1.486,-2.355,-1.045,-0.790,1.000,0.339,-1,-0.069,-0.176,False Negative,-1,-0.069,0.107,False Negative,0.090,-0.090,-0.090,131.600,158.300,131.600,136.340
1981-06-03,130.710,0.191,0.069,-1.284,-2.053,-0.789,0.771,1.000,0.568,1,0.191,-0.090,True Positive,-1,-0.191,0.117,False Negative,0.250,-0.250,0.250,131.510,158.210,131.510,136.340
1981-06-04,130.960,0.962,0.191,0.260,-1.229,-0.282,0.184,1.000,0.486,-1,-0.962,-0.411,False Negative,-1,-0.962,0.053,False Negative,1.260,-1.260,-1.260,131.260,158.460,131.260,136.340
1981-06-05,132.220,0.015,0.962,1.155,-0.143,-0.414,1.279,1.000,0.573,1,0.015,-0.435,True Positive,1,0.015,0.029,True Positive,0.020,0.020,0.020,130.000,157.200,130.000,136.340
1981-06-08,132.240,-0.204,0.015,0.977,1.240,-1.144,0.731,-1.000,0.452,-1,0.204,-0.124,True Negative,1,-0.204,-0.282,False Positive,-0.270,-0.270,0.270,130.020,157.220,130.020,136.340
1981-06-09,131.970,0.265,-0.204,-0.189,0.964,-1.109,-0.151,1.000,0.495,-1,-0.265,-0.163,False Negative,-1,-0.265,-0.321,False Negative,0.350,-0.350,-0.350,129.750,157.490,129.750,136.340
1981-06-10,132.320,1.081,0.265,0.060,1.038,-0.204,-0.166,1.000,0.556,1,1.081,0.015,True Positive,1,1.081,-0.067,True Positive,1.430,1.430,1.430,129.400,157.140,129.400,136.340
1981-06-11,133.750,-0.194,1.081,1.349,1.157,1.012,1.257,-1.000,0.601,1,-0.194,0.168,False Positive,1,-0.194,0.087,False Positive,-0.260,-0.260,-0.260,130.830,158.570,130.830,136.340
1981-06-12,133.490,0.090,-0.194,0.884,0.945,2.197,1.129,1.000,0.415,-1,-0.090,0.147,False Negative,1,0.090,0.102,True Positive,0.120,0.120,-0.120,130.570,158.310,130.570,136.340
1981-06-15,133.610,-1.093,0.090,-0.105,1.243,2.219,1.412,-1.000,0.544,1,-1.093,-0.112,False Positive,1,-1.093,-0.076,False Positive,-1.460,-1.460,-1.460,130.690,158.190,130.690,136.340
1981-06-16,132.150,0.885,-1.093,-1.004,-0.128,0.909,0.624,1.000,0.386,-1,-0.885,-0.236,False Negative,-1,-0.885,-0.200,False Negative,1.170,-1.170,-1.170,129.230,156.730,129.230,136.340
1981-06-17,133.320,-1.260,0.885,-0.217,-0.321,0.832,0.414,-1.000,0.652,1,-1.260,-0.704,False Positive,1,-1.260,-0.668,False Positive,-1.680,-1.680,-1.680,128.060,155.560,128.060,136.340
1981-06-18,131.640,0.479,-1.260,-0.386,-1.386,-0.454,-1.592,1.000,0.294,-1,-0.479,-0.761,False Negative,-1,-0.479,-0.725,False Negative,0.630,-0.630,-0.630,126.380,153.880,126.380,136.340
1981-06-19,132.270,-0.242,0.479,-0.788,-1.003,0.227,-0.884,-1.000,0.613,1,-0.242,-0.792,False Positive,-1,0.242,-0.695,True Negative,-0.320,0.320,-0.320,125.750,153.250,125.750,136.340
1981-06-22,131.950,1.061,-0.242,0.235,-0.151,-0.280,-0.483,1.000,0.434,-1,-1.061,-0.785,False Negative,-1,-1.061,-0.689,False Negative,1.400,-1.400,-1.400,126.070,152.930,126.070,136.340
1981-06-23,133.350,-0.517,1.061,0.817,0.023,-0.299,0.710,-1.000,0.615,1,-0.517,-0.712,False Positive,1,-0.517,-0.615,False Positive,-0.690,-0.690,-0.690,124.670,151.530,124.670,136.340
1981-06-24,132.660,0.113,-0.517,0.538,0.775,-0.622,1.562,1.000,0.389,-1,-0.113,-0.482,False Negative,-1,-0.113,-0.386,False Negative,0.150,-0.150,-0.150,123.980,150.840,123.980,136.340
1981-06-25,132.810,-0.188,0.113,-0.405,0.408,-0.599,1.607,-1.000,0.558,1,-0.188,-0.424,False Positive,-1,0.188,-0.252,True Negative,-0.250,0.250,-0.250,123.830,150.690,123.830,136.340
1981-06-26,132.560,-0.505,-0.188,-0.075,0.462,0.310,1.222,-1.000,0.481,-1,0.505,-0.275,True Negative,-1,0.505,-0.200,True Negative,-0.670,0.670,0.670,124.080,150.440,124.080,136.340
1981-06-29,131.890,-0.516,-0.505,-0.693,-1.095,-1.073,-0.250,-1.000,0.443,-1,0.516,0.041,True Negative,-1,0.516,0.116,True Negative,-0.680,0.680,0.680,124.750,151.110,124.750,136.340
1981-06-30,131.210,-1.097,-0.516,-1.018,-1.093,-0.327,-0.779,-1.000,0.463,-1,1.097,0.363,True Negative,-1,1.097,0.439,True Negative,-1.440,1.440,1.440,125.430,151.790,125.430,136.340
1981-07-01,129.770,-0.871,-1.097,-1.607,-2.289,-1.890,-1.667,-1.000,0.387,-1,0.871,0.560,True Negative,-1,0.871,0.635,True Negative,-1.130,1.130,1.130,126.870,153.230,126.870,136.340
1981-07-02,128.640,-0.987,-0.871,-1.959,-2.957,-2.509,-2.781,-1.000,0.436,-1,0.987,0.795,True Negative,-1,0.987,0.795,True Negative,-1.270,1.270,1.270,128.000,154.360,128.000,136.340
1981-07-06,127.370,0.683,-0.987,-1.849,-3.427,-4.484,-4.770,1.000,0.397,-1,-0.683,0.558,False Negative,-1,-0.683,0.558,False Negative,0.870,-0.870,-0.870,129.270,155.630,129.270,136.340
